full_name,age,photoURL,player_team,games_played
JamesJordon,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013409.png?i10c=img.resize(scale_height:0.6),Melbourne,22.0
JaseBurgoyne,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013462.png?i10c=img.resize(scale_height:0.6),Port Adelaide,8.0
TylerBrockman,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013511.png?i10c=img.resize(scale_height:0.6),Hawthorn,0.0
TomFullarton,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013532.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,5.0
SamSturt,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013611.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
MatthewOwies,25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013973.png?i10c=img.resize(scale_height:0.6),Carlton,17.0
MarkKeane,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013974.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
JamesMadden,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013978.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,2.0
KaiLohmann,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1014026.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,2.0
Callum M.Brown,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1014038.png?i10c=img.resize(scale_height:0.6),GWS Giants,8.0
HughJackson,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015330.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
HarveyHarrison,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015332.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
AlastairLord,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015369.png?i10c=img.resize(scale_height:0.6),Essendon,1.0
NasiahWanganeen-Milera,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015507.png?i10c=img.resize(scale_height:0.6),St Kilda,17.0
OscarAdams,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015515.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
WillShaw,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015688.png?i10c=img.resize(scale_height:0.6),GWS Giants,0.0
JoshEyre,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015712.png?i10c=img.resize(scale_height:0.6),Essendon,0.0
MatthewAllison,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015714.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
AidenBegg,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015748.png?i10c=img.resize(scale_height:0.6),Collingwood,3.0
RyanAngwin,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015777.png?i10c=img.resize(scale_height:0.6),GWS Giants,1.0
CharlieComben,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015781.png?i10c=img.resize(scale_height:0.6),North Melbourne,1.0
SamDurham,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015810.png?i10c=img.resize(scale_height:0.6),Essendon,20.0
DominicBedendo,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015822.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,2.0
NikCox,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015827.png?i10c=img.resize(scale_height:0.6),Essendon,5.0
DomanicAkuei,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015830.png?i10c=img.resize(scale_height:0.6),Carlton,0.0
ConorStone,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015862.png?i10c=img.resize(scale_height:0.6),GWS Giants,1.0
ArchiePerkins,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015873.png?i10c=img.resize(scale_height:0.6),Essendon,18.0
MaxHeath,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015886.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
MaxHolmes,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015889.png?i10c=img.resize(scale_height:0.6),Geelong Cats,18.0
JacobEdwards,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015895.png?i10c=img.resize(scale_height:0.6),North Melbourne,0.0
IsaacChugg,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015901.png?i10c=img.resize(scale_height:0.6),Collingwood,2.0
LukeCleary,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1015929.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,4.0
TariekNewchurch,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016082.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,0.0
PatrickMurtagh,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016116.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
WadeDerksen,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016140.png?i10c=img.resize(scale_height:0.6),GWS Giants,0.0
HenrySmith,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016189.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,0.0
ShannonNeale,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016433.png?i10c=img.resize(scale_height:0.6),Geelong Cats,2.0
MatthewJohnson,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1016825.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
JudsonClarke,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017043.png?i10c=img.resize(scale_height:0.6),Richmond,3.0
JoshRachele,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017051.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,13.0
CampbellChesser,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017057.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,0.0
JoshGibcus,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017059.png?i10c=img.resize(scale_height:0.6),Richmond,18.0
TobyConway,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017063.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
ZacTaylor,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017065.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,0.0
DarcyWilmot,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017067.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,3.0
JoshSinn,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017078.png?i10c=img.resize(scale_height:0.6),Port Adelaide,1.0
TomBrown,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017086.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
BenHobbs,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017088.png?i10c=img.resize(scale_height:0.6),Essendon,17.0
OskarFaulkhead,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017089.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
JaiSerong,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017091.png?i10c=img.resize(scale_height:0.6),Hawthorn,3.0
CooperHamilton,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017093.png?i10c=img.resize(scale_height:0.6),GWS Giants,4.0
ConnorMacdonald,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017094.png?i10c=img.resize(scale_height:0.6),Hawthorn,20.0
MillerBergman,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017095.png?i10c=img.resize(scale_height:0.6),North Melbourne,1.0
JakeSoligo,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017109.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,16.0
JoshWard,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017110.png?i10c=img.resize(scale_height:0.6),Hawthorn,14.0
TylerSonsie,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017114.png?i10c=img.resize(scale_height:0.6),Richmond,7.0
LachlanRankin,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017115.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
JoshGoater,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017118.png?i10c=img.resize(scale_height:0.6),North Melbourne,1.0
BlakeHowes,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017122.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
NedLong,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017124.png?i10c=img.resize(scale_height:0.6),Hawthorn,1.0
SamDarcy,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017126.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,4.0
DanteVisentini,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017128.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
FrancisEvans,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017255.png?i10c=img.resize(scale_height:0.6),Geelong Cats,5.0
JosiahKyle,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017388.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
MacAndrew,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017396.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,4.0
BodhiUwland,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017665.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
JesseMotlop,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017700.png?i10c=img.resize(scale_height:0.6),Carlton,12.0
JuddMcVee,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017703.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
RhettBazzo,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017718.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,9.0
Jacobvan Rooyen,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017720.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
JoshFahey,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017751.png?i10c=img.resize(scale_height:0.6),GWS Giants,0.0
PatrickVoss,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017754.png?i10c=img.resize(scale_height:0.6),Essendon,0.0
JackPeris,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1017932.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
SeamusMitchell,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018016.png?i10c=img.resize(scale_height:0.6),Hawthorn,0.0
CooperSharman,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018018.png?i10c=img.resize(scale_height:0.6),St Kilda,10.0
FlynnKroeger,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018020.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
LachlanGollant,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018075.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,7.0
KalinLane,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018296.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,0.0
BraydenCook,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018335.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,8.0
CoreyWarner,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018424.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
TajWoewodin,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018425.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
CianMcBride,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1018969.png?i10c=img.resize(scale_height:0.6),Essendon,0.0
BarryO'Connor,24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1019158.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
TomHird,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020224.png?i10c=img.resize(scale_height:0.6),Essendon,0.0
NeilErasmus,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020250.png?i10c=img.resize(scale_height:0.6),Fremantle,5.0
AngusSheldrick,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020339.png?i10c=img.resize(scale_height:0.6),Sydney Swans,2.0
JackWilliams,18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020371.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,1.0
ArthurJones,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020586.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,0.0
JyeAmiss,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020594.png?i10c=img.resize(scale_height:0.6),Fremantle,3.0
JaiCulley,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020802.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,4.0
JaiNewcombe,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020895.png?i10c=img.resize(scale_height:0.6),Hawthorn,22.0
DanielTurner,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020959.png?i10c=img.resize(scale_height:0.6),Melbourne,1.0
JacksonArcher,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1020968.png?i10c=img.resize(scale_height:0.6),North Melbourne,3.0
NedMoyle,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021013.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
KarlWorner,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021015.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
LukeNankervis,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021031.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,0.0
CooperWhyte,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021090.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
MitchKnevitt,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021103.png?i10c=img.resize(scale_height:0.6),Geelong Cats,2.0
JamesTunstill,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021108.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,3.0
JacobBauer,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021152.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
LachlanMcAndrew,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021200.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
DeividasUosis,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021659.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,0.0
MateColina,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1021660.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
EricBenning,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1022889.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
BradyHough,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023167.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,15.0
CharlieParker,25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023224.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,0.0
NickDaicos,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023261.png?i10c=img.resize(scale_height:0.6),Collingwood,25.0
FinnCallaghan,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023266.png?i10c=img.resize(scale_height:0.6),GWS Giants,5.0
MarcusWindhager,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023270.png?i10c=img.resize(scale_height:0.6),St Kilda,18.0
MitchOwens,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023272.png?i10c=img.resize(scale_height:0.6),St Kilda,7.0
HugoHall-Kahan,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023273.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
AlexMirkov,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023446.png?i10c=img.resize(scale_height:0.6),Carlton,0.0
FionnO'Hara,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1024939.png?i10c=img.resize(scale_height:0.6),Hawthorn,0.0
OisinMullin,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1024982.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
OliverDempsey,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1025034.png?i10c=img.resize(scale_height:0.6),Geelong Cats,2.0
JoshCarmichael,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1027021.png?i10c=img.resize(scale_height:0.6),Collingwood,7.0
MaxRamsden,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1027965.png?i10c=img.resize(scale_height:0.6),Hawthorn,0.0
DavidMundy,37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240052.png?i10c=img.resize(scale_height:0.6),Fremantle,22.0
ShannonHurn,35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240283.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,19.0
LanceFranklin,35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240399.png?i10c=img.resize(scale_height:0.6),Sydney Swans,23.0
Josh J.Kennedy,35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240406.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,15.0
PaddyRyder,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250267.png?i10c=img.resize(scale_height:0.6),St Kilda,12.0
JoelSelwood,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250321.png?i10c=img.resize(scale_height:0.6),Geelong Cats,21.0
TravisBoak,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250365.png?i10c=img.resize(scale_height:0.6),Port Adelaide,21.0
JackRiewoldt,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250395.png?i10c=img.resize(scale_height:0.6),Richmond,21.0
JarrynGeary,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260113.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
ShaunHiggins,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260227.png?i10c=img.resize(scale_height:0.6),Geelong Cats,5.0
ScottPendlebury,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260257.png?i10c=img.resize(scale_height:0.6),Collingwood,24.0
Josh P.Kennedy,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260382.png?i10c=img.resize(scale_height:0.6),Sydney Swans,11.0
ShaneEdwards,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260930.png?i10c=img.resize(scale_height:0.6),Richmond,22.0
DayneZorko,33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/261224.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,22.0
BenMcEvoy,33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/261323.png?i10c=img.resize(scale_height:0.6),Hawthorn,8.0
RobbieGray,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/261396.png?i10c=img.resize(scale_height:0.6),Port Adelaide,16.0
TomHawkins,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/261510.png?i10c=img.resize(scale_height:0.6),Geelong Cats,25.0
EdCurnow,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270146.png?i10c=img.resize(scale_height:0.6),Carlton,0.0
RobbieTarrant,33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270325.png?i10c=img.resize(scale_height:0.6),Richmond,20.0
TrentCotchin,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270896.png?i10c=img.resize(scale_height:0.6),Richmond,19.0
PatrickDangerfield,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270917.png?i10c=img.resize(scale_height:0.6),Geelong Cats,18.0
MichaelHurley,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270935.png?i10c=img.resize(scale_height:0.6),Essendon,1.0
TomLynch,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270938.png?i10c=img.resize(scale_height:0.6),North Melbourne,0.0
RorySloane,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/270963.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,4.0
Mattde Boer,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/271015.png?i10c=img.resize(scale_height:0.6),GWS Giants,12.0
NicNaitanui,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/271045.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,8.0
DanielRich,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/271072.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,22.0
ToddGoldstein,34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/271129.png?i10c=img.resize(scale_height:0.6),North Melbourne,22.0
JordanRoughead,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280012.png?i10c=img.resize(scale_height:0.6),Collingwood,1.0
LukeShuey,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280078.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,17.0
CallanWard,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280109.png?i10c=img.resize(scale_height:0.6),GWS Giants,22.0
RhysStanley,31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280317.png?i10c=img.resize(scale_height:0.6),Geelong Cats,20.0
TaylorWalker,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280506.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,18.0
CharlieDixon,32,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280711.png?i10c=img.resize(scale_height:0.6),Port Adelaide,12.0
LiamShiels,31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280737.png?i10c=img.resize(scale_height:0.6),Hawthorn,13.0
LukeBreust,31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280744.png?i10c=img.resize(scale_height:0.6),Hawthorn,21.0
StefanMartin,35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/280763.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,4.0
