full_name,age,photoURL,player_team,games_played
MarkO'Connor,25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1007102.png?i10c=img.resize(scale_height:0.6),Geelong Cats,22.0
ConorNash,24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1007124.png?i10c=img.resize(scale_height:0.6),Hawthorn,21.0
JakeStein,28,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1007238.png?i10c=img.resize(scale_height:0.6),GWS Giants,9.0
BrynnTeakle,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1007591.png?i10c=img.resize(scale_height:0.6),Port Adelaide,2.0
WilPowell,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1007881.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,12.0
ConnorIdun,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008083.png?i10c=img.resize(scale_height:0.6),GWS Giants,16.0
IsaacQuaynor,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008089.png?i10c=img.resize(scale_height:0.6),Collingwood,24.0
JoelAmartey,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008091.png?i10c=img.resize(scale_height:0.6),Sydney Swans,6.0
JakeRiccardi,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008123.png?i10c=img.resize(scale_height:0.6),GWS Giants,15.0
TobyBedford,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008139.png?i10c=img.resize(scale_height:0.6),Melbourne,16.0
MatthewCottrell,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008154.png?i10c=img.resize(scale_height:0.6),Carlton,18.0
WillHamill,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008159.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,13.0
TylerBrown,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008171.png?i10c=img.resize(scale_height:0.6),Collingwood,11.0
NedMcHenry,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008185.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,20.0
BraydenHam,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008190.png?i10c=img.resize(scale_height:0.6),Essendon,11.0
TomMcCartin,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008198.png?i10c=img.resize(scale_height:0.6),Sydney Swans,25.0
NickMurray,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008230.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,16.0
EdRichards,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008280.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,22.0
XavierO'Neill,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008282.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,11.0
WillKelly,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008285.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
AtuBosenavulagi,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008288.png?i10c=img.resize(scale_height:0.6),North Melbourne,9.0
RileyCollier-Dawkins,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008297.png?i10c=img.resize(scale_height:0.6),Richmond,2.0
LiamStocker,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008312.png?i10c=img.resize(scale_height:0.6),Carlton,6.0
RileyThilthorpe,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008384.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,11.0
KierenBriggs,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008436.png?i10c=img.resize(scale_height:0.6),GWS Giants,4.0
ConnorBudarick,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008454.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,9.0
RhyanMansell,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008478.png?i10c=img.resize(scale_height:0.6),Richmond,2.0
CoreyDurdin,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008510.png?i10c=img.resize(scale_height:0.6),Carlton,21.0
JoshMorris,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008537.png?i10c=img.resize(scale_height:0.6),Hawthorn,6.0
KysaiahPickett,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008541.png?i10c=img.resize(scale_height:0.6),Melbourne,23.0
HarrySchoenberg,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008543.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,16.0
WillDay,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008550.png?i10c=img.resize(scale_height:0.6),Hawthorn,17.0
JackSaunders,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008600.png?i10c=img.resize(scale_height:0.6),Hawthorn,1.0
LeekAleer,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008691.png?i10c=img.resize(scale_height:0.6),GWS Giants,4.0
KieranStrachan,27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008752.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,2.0
OskarBaker,24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008855.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
CharlieBallard,23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008882.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,18.0
HarrisonPetty,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008893.png?i10c=img.resize(scale_height:0.6),Melbourne,18.0
KaineBaldwin,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1008975.png?i10c=img.resize(scale_height:0.6),Essendon,4.0
LachlanMcNeil,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009015.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,16.0
JamesBorlase,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009029.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,0.0
TrentBianco,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009186.png?i10c=img.resize(scale_height:0.6),Collingwood,10.0
JackMahony,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009189.png?i10c=img.resize(scale_height:0.6),North Melbourne,13.0
MilesBergman,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009191.png?i10c=img.resize(scale_height:0.6),Port Adelaide,10.0
DylanWilliams,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009195.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
CharlieDean,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009197.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
NoahAnderson,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009199.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,21.0
FischerMcAsey,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009201.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,0.0
MattRowell,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009208.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,22.0
ThomsonDow,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009226.png?i10c=img.resize(scale_height:0.6),Richmond,6.0
LeoConnolly,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009228.png?i10c=img.resize(scale_height:0.6),St Kilda,0.0
SamDe Koning,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009229.png?i10c=img.resize(scale_height:0.6),Geelong Cats,23.0
BrodieKemp,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009241.png?i10c=img.resize(scale_height:0.6),Carlton,4.0
LachieAsh,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009253.png?i10c=img.resize(scale_height:0.6),GWS Giants,21.0
HaydenYoung,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009256.png?i10c=img.resize(scale_height:0.6),Fremantle,22.0
SamFlanders,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009260.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,9.0
DeakynSmith,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009288.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
IsiahWinder,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009291.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,6.0
JamarraUgle-Hagan,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009301.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,17.0
NoahCumberland,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009308.png?i10c=img.resize(scale_height:0.6),Richmond,9.0
WillMartyn,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009313.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
Hewago PaulOea,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009320.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,5.0
MattConroy,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009334.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
TrentRivers,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009378.png?i10c=img.resize(scale_height:0.6),Melbourne,18.0
JeremySharp,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009380.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,12.0
TreyRuscoe,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009383.png?i10c=img.resize(scale_height:0.6),Collingwood,4.0
DevenRobertson,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009385.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,8.0
JaxonPrior,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009386.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,12.0
JakePasini,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009389.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
LukeJackson,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009399.png?i10c=img.resize(scale_height:0.6),Melbourne,22.0
JoelWestern,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009401.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
BrandonWalker,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009410.png?i10c=img.resize(scale_height:0.6),Fremantle,21.0
CalebSerong,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009420.png?i10c=img.resize(scale_height:0.6),Fremantle,22.0
FinnMaginness,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009421.png?i10c=img.resize(scale_height:0.6),Hawthorn,16.0
TomGreen,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009528.png?i10c=img.resize(scale_height:0.6),GWS Giants,21.0
MauriceRioli,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009551.png?i10c=img.resize(scale_height:0.6),Richmond,15.0
JackBuckley,24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1009708.png?i10c=img.resize(scale_height:0.6),GWS Giants,0.0
MitchGeorgiades,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1010174.png?i10c=img.resize(scale_height:0.6),Port Adelaide,19.0
SamButler,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1010708.png?i10c=img.resize(scale_height:0.6),Hawthorn,9.0
JackMadgen,29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1010841.png?i10c=img.resize(scale_height:0.6),Collingwood,9.0
CallumJamieson,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011243.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,9.0
HarryEdwards,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011437.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,17.0
ZaneTrew,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011449.png?i10c=img.resize(scale_height:0.6),West Coast Eagles,2.0
LachieJones,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011583.png?i10c=img.resize(scale_height:0.6),Port Adelaide,14.0
CalebPoulter,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011589.png?i10c=img.resize(scale_height:0.6),Collingwood,1.0
JamesWillis,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011633.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
ArloDraper,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011637.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
JasonHorne-Francis,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011640.png?i10c=img.resize(scale_height:0.6),North Melbourne,17.0
PhoenixSpicer,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011647.png?i10c=img.resize(scale_height:0.6),North Melbourne,5.0
TomPowell,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011659.png?i10c=img.resize(scale_height:0.6),North Melbourne,18.0
CooperMurley,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011718.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
HarrisonJones,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011755.png?i10c=img.resize(scale_height:0.6),Essendon,10.0
FlynnPerez,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011771.png?i10c=img.resize(scale_height:0.6),North Melbourne,16.0
CodyWeightman,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011803.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,21.0
JamesBlanck,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011839.png?i10c=img.resize(scale_height:0.6),Hawthorn,9.0
SamPhilp,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011929.png?i10c=img.resize(scale_height:0.6),Carlton,0.0
JustinMcInerney,22,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011936.png?i10c=img.resize(scale_height:0.6),Sydney Swans,22.0
NickBryan,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011954.png?i10c=img.resize(scale_height:0.6),Essendon,5.0
JoshWorrell,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011981.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,4.0
HugoRalphsmith,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011985.png?i10c=img.resize(scale_height:0.6),Richmond,13.0
LouisButler,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011992.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,1.0
RyanByrnes,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1011994.png?i10c=img.resize(scale_height:0.6),St Kilda,11.0
NicMartin,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012013.png?i10c=img.resize(scale_height:0.6),Essendon,21.0
ChadWarner,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012014.png?i10c=img.resize(scale_height:0.6),Sydney Swans,24.0
SebitKuek,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012048.png?i10c=img.resize(scale_height:0.6),Fremantle,0.0
KallanDawson,24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012144.png?i10c=img.resize(scale_height:0.6),North Melbourne,4.0
MattRoberts,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012210.png?i10c=img.resize(scale_height:0.6),Sydney Swans,1.0
LukePedlar,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012218.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,3.0
TajSchofield,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012310.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
SamsonRyan,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012386.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
LukeParks,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012409.png?i10c=img.resize(scale_height:0.6),Carlton,2.0
TexWanganeen,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012521.png?i10c=img.resize(scale_height:0.6),Essendon,5.0
TannerBruhn,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012805.png?i10c=img.resize(scale_height:0.6),GWS Giants,17.0
SamBerry,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012807.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,18.0
ZachReid,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012817.png?i10c=img.resize(scale_height:0.6),Essendon,7.0
JoshTreacy,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012819.png?i10c=img.resize(scale_height:0.6),Fremantle,4.0
JakeBowey,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012825.png?i10c=img.resize(scale_height:0.6),Melbourne,17.0
BaileyLaurie,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012826.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
FinlayMacrae,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012828.png?i10c=img.resize(scale_height:0.6),Collingwood,2.0
WillPhillips,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012829.png?i10c=img.resize(scale_height:0.6),North Melbourne,0.0
ConnorDownie,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012830.png?i10c=img.resize(scale_height:0.6),Hawthorn,0.0
EddieFord,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012833.png?i10c=img.resize(scale_height:0.6),North Melbourne,3.0
CodyBrand,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012837.png?i10c=img.resize(scale_height:0.6),Essendon,0.0
LiamMcMahon,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012842.png?i10c=img.resize(scale_height:0.6),Collingwood,0.0
CharlieLazzaro,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012852.png?i10c=img.resize(scale_height:0.6),North Melbourne,12.0
JackGinnivan,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012857.png?i10c=img.resize(scale_height:0.6),Collingwood,23.0
OliverHenry,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012860.png?i10c=img.resize(scale_height:0.6),Collingwood,15.0
ElijahHollands,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012862.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,5.0
CameronFleeton,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012863.png?i10c=img.resize(scale_height:0.6),GWS Giants,0.0
CodyRaak,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012879.png?i10c=img.resize(scale_height:0.6),Western Bulldogs,0.0
OllieLord,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1012881.png?i10c=img.resize(scale_height:0.6),Port Adelaide,0.0
ZaneWilliams,21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013038.png?i10c=img.resize(scale_height:0.6),Geelong Cats,0.0
FraserRosman,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013086.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
DenverGrainger-Barras,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013093.png?i10c=img.resize(scale_height:0.6),Hawthorn,16.0
ErrolGulden,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013128.png?i10c=img.resize(scale_height:0.6),Sydney Swans,25.0
BraedenCampbell,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013133.png?i10c=img.resize(scale_height:0.6),Sydney Swans,17.0
MarcSheather,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013138.png?i10c=img.resize(scale_height:0.6),Sydney Swans,0.0
PatrickParnell,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013153.png?i10c=img.resize(scale_height:0.6),Adelaide Crows,11.0
AndyMoniz-Wakefield,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013165.png?i10c=img.resize(scale_height:0.6),Melbourne,0.0
PatrickWalker,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013191.png?i10c=img.resize(scale_height:0.6),North Melbourne,0.0
SamBanks,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013197.png?i10c=img.resize(scale_height:0.6),Richmond,0.0
JyeMenzie,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013201.png?i10c=img.resize(scale_height:0.6),Essendon,2.0
JacksonCallow,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013208.png?i10c=img.resize(scale_height:0.6),Hawthorn,3.0
NathanO'Driscoll,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013220.png?i10c=img.resize(scale_height:0.6),Fremantle,12.0
HeathChapman,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013224.png?i10c=img.resize(scale_height:0.6),Fremantle,17.0
LoganMcDonald,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013230.png?i10c=img.resize(scale_height:0.6),Sydney Swans,17.0
JackCarroll,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013233.png?i10c=img.resize(scale_height:0.6),Carlton,5.0
RhysNicholls,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013247.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
BlakeColeman,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013256.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,0.0
CarterMichael,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013260.png?i10c=img.resize(scale_height:0.6),Brisbane Lions,1.0
AlexDavies,20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013268.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,15.0
ReefMcInnes,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013278.png?i10c=img.resize(scale_height:0.6),Collingwood,6.0
SandyBrock,19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1013315.png?i10c=img.resize(scale_height:0.6),Gold Coast Suns,0.0
